id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency,fetched_timestamp
asterix,astx,Asterix,https://assets.coingecko.com/coins/images/35257/large/Asterix_Logo_200x200.png?1708006538,2751.966,0.0,4592,27400799.0,493972.0,2880.73,2635.17,-24.512611159023436,-0.88287,0.0,0.0,0.0,10000.0,,5915.91,-53.5687,2024-03-13T14:20:39.490Z,604.16,354.6518,2024-02-16T22:19:22.692Z,,2024-04-10T07:59:56.211Z,-0.6607131221679862,-0.8828668027139895,-13.798135383525914,2024-04-10 08:00:19
contractus,ctus,Contractus,https://assets.coingecko.com/coins/images/31300/large/logo-200-200.png?1696530120,0.003,0.0,4593,3231659.0,1.79,,,,,,,0.0,1000000000.0,1000000000.0,0.01480673,-78.17439,2023-12-22T21:25:12.793Z,0.00212828,51.84365,2024-01-09T13:26:24.252Z,,2024-04-07T08:57:32.014Z,,,-8.755948300622155,2024-04-10 08:00:19
ansom,ansom,ansom,https://assets.coingecko.com/coins/images/36822/large/007CF235-D9EC-4C2C-9138-AE75538F5C8A_1_105_c.jpeg?1712554792,0.002,0.0,4594,155866.0,2458386.0,0.00417148,0.00118535,0.00023801,17.93369,0.0,0.0,0.0,100000000.0,100000000.0,0.00418418,-63.31552,2024-04-08T18:49:31.199Z,0.00118535,29.49357,2024-04-09T14:52:22.698Z,,2024-04-10T07:56:38.581Z,-8.202405502909517,17.933691713087153,,2024-04-10 08:00:19
young-mids-inspired,ymii,Young Mids Inspired,https://assets.coingecko.com/coins/images/32560/large/1000082100.jpg?1698545207,0.035,0.0,4595,35276150.0,69.8,0.03564515,0.03514497,-0.00033312640599828,-0.93572,0.0,0.0,0.0,1000000000.0,1000000000.0,9.52,-99.62932,2023-10-29T05:33:31.413Z,0.02897809,21.71908,2024-04-03T08:14:42.466Z,,2024-04-10T07:59:37.262Z,0.05129147715948487,-0.9357242264785061,-3.9890016582767416,2024-04-10 08:00:19
pepe-doginals,pepe,PEPE (DRC-20),https://assets.coingecko.com/coins/images/33956/large/IMG_8432.png?1703561987,0.024,0.0,4596,518513.0,167144.0,0.02538928,0.01888429,0.00519529,27.19233,0.0,0.0,0.0,21000000.0,21000000.0,0.062475,-60.46466,2024-03-08T03:54:45.752Z,0.01298241,90.25398,2024-02-27T01:53:52.508Z,,2024-04-10T07:59:21.150Z,0.03800433359162742,27.192334117491292,-10.535717528624042,2024-04-10 08:00:19
adadao,adao,ADADao,https://assets.coingecko.com/coins/images/24372/large/dkw8F6mr_400x400.jpg?1696523556,0.002,0.0,4597,1039178.0,1008.18,0.0020825,0.00199342,4.329e-05,2.13181,0.0,0.0,0.0,500000000.0,500000000.0,0.133516,-98.45997,2022-03-22T02:38:40.190Z,0.00055936,267.59823,2023-06-10T02:54:52.613Z,,2024-04-10T07:59:33.952Z,0.9317873902216334,2.131813238849065,-15.338928509473973,2024-04-10 08:00:19
agii,agii,AGII,https://assets.coingecko.com/coins/images/32371/large/AGII.png?1699534856,0.001,0.0,4598,577854.0,1706671.0,0.00068374,0.000391,0.00018809,47.55037,0.0,0.0,0.0,990000000.0,5000000000.0,0.01199288,-95.11585,2023-10-24T07:53:39.258Z,8.5e-05,589.07934,2023-11-29T22:05:19.974Z,,2024-04-10T07:57:53.507Z,0.9148389124831645,47.55036729844538,54.298423801524855,2024-04-10 08:00:19
ccomp,ccomp,cCOMP,https://assets.coingecko.com/coins/images/12840/large/1_z8UrVtod3bme4-J_pXAQQA_2x.png?1696512631,2.215,0.0,4599,,51.49,,,,,,,0.0,,,17.85,-87.59515,2021-05-02T12:58:58.379Z,1.63,35.9454,2020-11-03T04:11:54.425Z,,2024-02-22T09:30:36.552Z,,,0.0,2024-04-10 08:00:19
dtsla,dtsla,Tesla Tokenized Stock Defichain,https://assets.coingecko.com/coins/images/24288/large/Untitled_%285_%C3%97_3_cm%29_%281%29.png?1696523471,97.267,0.0,4600,,6747.46,100.95,94.9,-1.2006846743846467,-1.21937,0.0,0.0,0.0,,,1305.3,-92.54832,2022-03-31T19:50:34.462Z,20.41,376.49716,2023-12-10T15:09:07.034Z,,2024-04-10T07:27:56.290Z,0.15569210268382033,-1.2193748670808606,14.538194419740517,2024-04-10 08:00:19
cryptopunks-fraction-toke,ipunks,CryptoPunks Fraction Token,https://assets.coingecko.com/coins/images/28566/large/ipunks.png?1696527555,23.197,0.0,4601,,75621.0,24.14,20.07,2.11,10.00112,0.0,0.0,0.0,,,100.64,-76.87312,2024-03-27T02:45:20.204Z,1.008,2208.60823,2023-08-15T17:19:58.337Z,,2024-04-10T07:59:45.010Z,-0.5634816490403711,10.00111799710223,44.47531481267043,2024-04-10 08:00:19
cobra-swap,cobra,Cobra Swap,https://assets.coingecko.com/coins/images/34114/large/Cobra200.png?1704020135,0.0,0.0,4602,3929.02,5.09,,,,,,,0.0,1000000000.0,1000000000.0,0.00015083,-97.39511,2024-01-08T07:29:32.088Z,2.33e-06,68.83742,2024-03-05T20:42:01.316Z,,2024-04-06T03:19:52.891Z,,,-0.38342328511614426,2024-04-10 08:00:19
hifluf,hifluf,hiFLUF,https://assets.coingecko.com/coins/images/28602/large/hifluf.png?1696527588,0.003,0.0,4603,35417.0,99801.0,0.00256742,0.00252085,-1.9348631413954e-05,-0.75795,0.0,0.0,0.0,14000000.0,40000000.0,0.00796463,-68.23182,2022-12-30T07:14:00.223Z,0.00128235,97.31143,2023-10-21T07:59:07.682Z,,2024-04-10T08:00:05.623Z,0.1276701038177199,-0.7579488070446866,-3.4861003454831376,2024-04-10 08:00:19
usdb,usdb,USDB,https://assets.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,1.009,0.0,4604,,45548955.0,1.016,0.998507,-0.000939727739653451,-0.09306,0.0,0.0,0.0,,,1.07,-5.45861,2024-03-06T08:40:47.967Z,0.955776,5.80381,2024-03-19T09:10:25.685Z,,2024-04-10T07:57:31.577Z,0.12264395456336799,-0.09306456945049234,-0.18085833522838823,2024-04-10 08:00:19
savings-xdai,sdai,Savings xDAI,https://assets.coingecko.com/coins/images/32066/large/sDAI_Logo_%281%29.png?1696530863,1.058,0.0,4605,,1898542.0,1.065,1.057,-0.000985997232841207,-0.09309,0.0,0.0,0.0,,,1.068,-0.74759,2023-12-14T20:06:12.655Z,0.548412,93.34467,2023-10-27T10:09:23.785Z,,2024-04-10T07:58:31.625Z,-0.023161832081695345,-0.09308702166105894,-0.08172745420845594,2024-04-10 08:00:19
gvs,gvs,GVS,https://assets.coingecko.com/coins/images/32992/large/GVS.jpg?1700101809,0.0,0.0,4606,9500.12,915.81,,,,,,,0.0,500000000.0,500000000.0,0.238689,-99.99204,2023-11-21T16:55:10.356Z,1.892e-05,0.4461,2024-03-26T14:31:02.942Z,,2024-03-26T18:02:08.741Z,,,0.0,2024-04-10 08:00:19
xnft,xnft,xNFT Protocol,https://assets.coingecko.com/coins/images/17472/large/xnft.PNG?1696517014,0.001,0.0,4607,101799.0,19722.84,0.00105617,0.00097417,3.107e-05,3.13343,0.0,0.0,0.0,100000000.0,,0.579801,-99.82359,2021-08-08T09:31:39.229Z,0.00059674,71.40327,2024-02-06T04:50:37.714Z,,2024-04-10T07:59:37.179Z,0.03408865648247774,3.133427110214159,10.643901061765579,2024-04-10 08:00:19
the-secret-coin,tsc,The Secret Coin,https://assets.coingecko.com/coins/images/32545/large/IMG_2160.jpeg?1698474245,0.0,0.0,4608,131102.0,151.59,,,,,,,0.0,1000000000000.0,1000000000000.0,1.75e-06,-92.52729,2023-11-28T09:50:34.022Z,4.8982e-08,167.65022,2024-02-13T17:14:23.039Z,,2024-04-05T20:32:30.919Z,,,-9.040842946904364,2024-04-10 08:00:19
zetachain-bridged-bnb-bsc-zetachain,bnb.bsc,ZetaChain Bridged BNB.BSC (ZetaChain),https://assets.coingecko.com/coins/images/35420/large/bnb.png?1708525263,523.593,0.0,4609,,340.95,578.22,516.08,-50.92166528727785,-8.86342,0.0,0.0,0.0,,,650.28,-19.48247,2024-03-16T00:19:49.986Z,360.92,45.07304,2024-02-23T16:10:52.253Z,,2024-04-10T07:31:02.219Z,-0.5208332506305373,-8.863421428995103,-7.502404687186423,2024-04-10 08:00:19
bishop,bishop,Bishop,https://assets.coingecko.com/coins/images/32868/large/5YeVwATD_400x400.jpg?1699672895,0.049,0.0,4610,46543.0,734.89,,,,,,,0.0,950000.0,1000000.0,0.079465,-38.34697,2023-11-11T05:04:48.798Z,0.04789508,2.29183,2023-11-30T17:21:05.692Z,,2024-01-07T10:31:05.774Z,,,0.0,2024-04-10 08:00:19
yay-games,yay,YAY Network,https://assets.coingecko.com/coins/images/18251/large/Av_%281%29.png?1696517746,0.005,0.0,4611,1430185.0,61658.0,0.0055596,0.00522812,0.00011535,2.15853,0.0,0.0,0.0,262095309.0,,0.094525,-94.23212,2021-09-08T21:54:02.238Z,0.00016968,3113.11211,2023-03-14T19:25:58.833Z,,2024-04-10T07:59:11.879Z,0.3933135575086834,2.158532479880538,-4.831666691886097,2024-04-10 08:00:19
bridged-dai-stablecoin-linea,dai,Bridged Dai Stablecoin (Linea),https://assets.coingecko.com/coins/images/31272/large/dai-stablecoin.png?1696530095,0.998,0.0,4612,,179580.0,1.012,0.970658,0.00486188,0.48964,0.0,0.0,0.0,,,1.066,-6.45454,2023-10-23T22:45:50.483Z,0.50208,98.58645,2023-08-25T03:34:31.775Z,,2024-04-10T07:59:29.961Z,0.007895148933028336,0.48963575916069885,0.4328174878689075,2024-04-10 08:00:19
apis-finance,bep-20,Apis finance,https://assets.coingecko.com/coins/images/32621/large/SketchPngb2d9c9cdf12d2e64d149663ff03d01b3055e670c941a4edb31e37fc5b910b39e.e00af046.png?1698759088,0.074,0.0,4613,,89876.0,,,,,,,0.0,,1000000000.0,0.082566,-10.3075,2023-11-01T00:41:21.192Z,0.073427,0.85592,2023-11-02T16:30:05.670Z,,2023-11-02T18:00:02.265Z,,,0.0,2024-04-10 08:00:19
hyper-4,hyper,Hyper,https://assets.coingecko.com/coins/images/35931/large/C046D3BF-912C-4FE5-AEAD-6F1F2093AD92.png?1710225712,0.0,0.0,4614,,141532.0,,,,,,,0.0,2200000000.0,,2.138e-05,-13.51776,2024-03-18T18:29:26.040Z,4.79e-06,285.78284,2024-03-21T15:51:17.457Z,,2024-03-23T09:30:40.233Z,,,0.0,2024-04-10 08:00:19
alterna-network,altn,Alterna Network,https://assets.coingecko.com/coins/images/30087/large/alternalogo.png?1696529011,0.001,0.0,4615,751924.0,51713.0,,,,,,,0.0,1000000000.0,1000000000.0,0.00129823,-42.08068,2023-05-09T09:23:04.120Z,0.00022295,237.26692,2023-05-12T11:10:44.755Z,,2023-05-18T20:30:02.751Z,,,0.0,2024-04-10 08:00:19
sx-network-bridged-usdc-sx-network,usdc,SX Network Bridged USDC (SX Network),https://assets.coingecko.com/coins/images/35324/large/USDC.jpg?1708178687,1.0,0.0,4616,,1593.26,1.008,0.994207,8.318e-05,0.00832,0.0,0.0,0.0,,,1.11,-10.23164,2024-02-26T07:28:05.632Z,0.973885,2.65484,2024-03-05T21:48:11.199Z,,2024-04-10T07:58:10.458Z,0.01006551189994047,0.008319766941814452,-0.060156949782130244,2024-04-10 08:00:19
cleopatra,cleo,Cleopatra,https://assets.coingecko.com/coins/images/34150/large/CLEO_token.png?1704190970,111.256,0.0,4617,5576541.0,107076.0,118.72,98.58,8.61,8.38906,0.0,0.0,0.0,50000.0,,180.28,-40.55203,2024-01-16T22:13:27.734Z,33.62,218.80818,2024-03-22T15:02:26.551Z,,2024-04-10T07:59:30.834Z,3.898004908204978,8.389059460542747,126.50346607389868,2024-04-10 08:00:19
wrapped-paycoin,wpci,Wrapped Paycoin,https://assets.coingecko.com/coins/images/24390/large/new_logo_square_%281%29.png?1696523573,0.254,0.0,4618,1261794.0,537858.0,0.268337,0.232641,0.01794836,7.60151,0.0,0.0,0.0,4876118.0,4876118.0,0.873999,-71.33617,2022-03-30T06:15:55.643Z,0.01627671,1439.1423,2023-09-15T09:39:05.033Z,,2024-04-10T07:59:48.937Z,-0.33513187304302605,7.60150828913614,6.986188661755602,2024-04-10 08:00:19
solana-nut,solnut,Solana Nut,https://assets.coingecko.com/coins/images/21961/large/20211210_004320.png?1696521310,0.0,0.0,4619,432.32,0.358746,,,,,,,0.0,500000000.0,,0.00562739,-99.98464,2021-12-26T13:56:14.852Z,8.963e-12,9646181.15,2022-03-11T17:20:36.690Z,,2023-06-19T08:00:14.260Z,,,-0.005976706277122384,2024-04-10 08:00:19
i-well-track-pro,iwell,I WELL TRACK PRO,https://assets.coingecko.com/coins/images/32247/large/itrack.jpg?1696960407,0.0,0.0,4620,,541.33,,,,,,,0.0,,,0.00023013,-98.90154,2024-03-10T16:17:50.891Z,2.23e-06,13.3309,2024-03-25T12:41:48.482Z,,2024-03-25T21:30:49.381Z,,,0.0,2024-04-10 08:00:19
audify,audi,Audify,https://assets.coingecko.com/coins/images/34251/large/emoji.png?1704339102,0.0,0.0,4621,7341.33,56.28,,,,,,,0.0,1000000000.0,1000000000.0,0.00047636,-98.45889,2024-01-04T18:25:40.360Z,4.66e-06,57.48077,2024-01-29T00:20:07.430Z,,2024-04-07T11:34:00.231Z,,,9.631613254731986,2024-04-10 08:00:19
carbon21,c21,Carbon21,https://assets.coingecko.com/coins/images/32568/large/coin200x200.png?1698549361,0.0,0.0,4622,38944.0,1095.0,,,,,,,0.0,210000000.0,210000000.0,0.00150854,-87.70668,2023-10-29T09:00:42.039Z,0.00015409,20.3512,2024-01-24T21:05:23.321Z,,2024-02-28T13:19:58.891Z,,,0.0,2024-04-10 08:00:19
dogwifkatana,katana,dogwifkatana,missing_large.png,0.0,0.0,4623,62957.0,48.04,6.372e-05,6.296e-05,-7.6739099246e-07,-1.20424,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00035865,-82.44607,2023-12-22T12:00:06.744Z,5.482e-05,14.83492,2024-04-05T12:15:56.448Z,,2024-04-09T09:01:44.736Z,,-1.2042430948656637,0.12068208051377635,2024-04-10 08:00:19
maranbet,maran,MaranBet,https://assets.coingecko.com/coins/images/29787/large/token_maran-01_1_%281%29.png?1696528717,0.0,0.0,4624,10493045.0,379.73,,,,,,,0.0,100000000000.0,100000000000.0,0.00010595,-0.96091,2023-04-26T19:39:50.829Z,6.778e-05,54.80972,2023-06-12T21:42:00.575Z,,2023-06-25T07:00:15.065Z,,,-0.2280074664534317,2024-04-10 08:00:19
fireants,ants,FireAnts,https://assets.coingecko.com/coins/images/11179/large/ants200.png?1696511112,0.0,0.0,4625,1335711.0,0.0,6.3605e-08,6.3605e-08,0.0,0.0,0.0,0.0,0.0,21000000000000.0,,6.864e-05,-99.90733,2020-06-01T02:04:17.755Z,3.06e-12,2078493.41301,2020-10-14T04:06:28.893Z,,2024-04-10T07:42:48.177Z,0.0,0.0,0.0,2024-04-10 08:00:19
digitalbay,dbc,DigitalBay,https://assets.coingecko.com/coins/images/33073/large/logo.png?1700542070,0.005,0.0,4626,489925.0,7.17,,,,,,,0.0,100000000.0,100000000.0,0.02236023,-78.08946,2023-11-21T05:20:12.471Z,0.0039726,23.32602,2024-03-05T20:41:54.828Z,,2024-04-08T13:58:34.547Z,,,4.215720610803335,2024-04-10 08:00:19
caroltoken,carol,CAROLToken,https://assets.coingecko.com/coins/images/32442/large/logo_for_social_media_white___blue_logo-2.png?1698237637,0.0,0.0,4627,,14635817.0,,,,,,,0.0,,,0.02557397,-99.91734,2023-11-10T05:19:32.032Z,2.071e-05,2.05948,2023-12-01T04:21:46.690Z,,2023-12-01T12:30:17.329Z,,,0.0,2024-04-10 08:00:19
metamui,mmui,MetaMUI,https://assets.coingecko.com/coins/images/16588/large/MMUI.jpg?1696516148,0.107,0.0,4628,105247043.0,1760034.0,0.107467,0.103963,0.00015524,0.14522,0.0,0.0,0.0,984596928.0,,0.935688,-88.55708,2021-09-20T10:28:44.537Z,0.084972,26.0065,2022-12-23T19:18:01.024Z,,2024-04-10T07:59:08.688Z,-0.03072072169363689,0.14521734286961194,-2.193532505550669,2024-04-10 08:00:19
brokkr,bro,Brokkr,https://assets.coingecko.com/coins/images/27813/large/bro.png?1696526832,0.006,0.0,4629,3411161.0,1350.89,0.00652946,0.00613174,-0.000332559250627262,-5.09321,0.0,0.0,0.0,550000000.0,550000000.0,0.033953,-81.72758,2024-03-13T05:04:50.612Z,0.00086741,615.23627,2023-08-22T16:35:12.404Z,,2024-04-10T07:59:24.707Z,-0.02718515449209245,-5.093213799792903,-4.187416359521928,2024-04-10 08:00:19
veil-exchange,veil,Veil Exchange,https://assets.coingecko.com/coins/images/32624/large/HeIMUGIE_400x400.jpg?1698822478,0.004,0.0,4630,4368648.0,87094.0,0.00495944,0.00397826,-0.000337266752699635,-7.15895,0.0,0.0,0.0,1000000000.0,1000000000.0,0.01370436,-68.11743,2024-03-04T17:24:30.625Z,0.00030407,1336.93516,2024-02-08T12:42:12.599Z,,2024-04-10T07:58:54.457Z,1.2878587821423153,-7.158952935592287,-25.438504549719905,2024-04-10 08:00:19
shield-protocol-2,shield,Shield Protocol,https://assets.coingecko.com/coins/images/24286/large/output-200.png?1696523469,0.37,0.0,4631,370073.0,301.6,0.380766,0.366305,0.00086045,0.23306,0.0,0.0,0.0,1000000.0,,2.44,-84.81403,2023-05-17T06:42:46.155Z,0.086711,326.74308,2022-12-31T17:30:52.694Z,,2024-04-10T07:56:59.569Z,-0.12485001754023364,0.2330598927715566,-2.0201270311385358,2024-04-10 08:00:19
x7104,x7104,X7104,https://assets.coingecko.com/coins/images/28422/large/X7104_LOGO_black_back_200_x_200_px.png?1696527419,0.003,0.0,4632,283399.0,1790.6,,,,,,,0.0,100000000.0,100000000.0,0.01902376,-85.10291,2023-02-16T00:54:48.037Z,0.00176147,60.8878,2024-01-31T10:59:56.754Z,,2024-03-28T20:02:15.309Z,,,0.0,2024-04-10 08:00:19
spartacus,spa,Spartacus,https://assets.coingecko.com/coins/images/19744/large/3IdUVrGl_400x400.jpg?1696519168,0.075,0.0,4633,106517.0,671.14,0.076452,0.063291,0.01079299,16.87786,0.0,0.0,0.0,1427254.43344634,1427254.43344634,323.37,-99.97688,2021-11-06T23:34:26.019Z,0.02243331,233.29384,2024-01-08T03:29:42.755Z,,2024-04-10T07:58:29.465Z,-1.4236009066963538,16.877858160600372,16.638803869352365,2024-04-10 08:00:19
bunnypark,bp,BunnyPark,https://assets.coingecko.com/coins/images/15382/large/8zt0tjy.jpg?1696515029,0.003,0.0,4634,5739.47,26160.0,0.00313996,0.0027966,-0.000191374430212457,-6.13075,0.0,0.0,0.0,1981386.0,,6.71,-99.95706,2021-05-15T03:51:34.480Z,0.00204068,41.29159,2023-11-24T05:06:36.220Z,,2024-04-10T08:00:15.769Z,1.8234108714723702,-6.130752753948726,-34.61752652470323,2024-04-10 08:00:19
bencoin,$ben,BENCOIN,https://assets.coingecko.com/coins/images/32701/large/BEN_COIN_BACK_%281%29.png?1698985208,0.0,0.0,4635,3840365.0,437926.0,4.78e-06,4.27e-06,-4.52463249153e-07,-9.47872,0.0,0.0,0.0,888000000000.0,888000000000.0,1.729e-05,-75.06012,2023-11-04T11:05:08.858Z,3.74e-06,15.26748,2024-02-06T21:16:36.349Z,,2024-04-10T07:58:52.740Z,0.24976985752967967,-9.478718733043317,-16.853273989793628,2024-04-10 08:00:19
evolve,$evol,Evolve,https://assets.coingecko.com/coins/images/34230/large/EVLV_4-14.png?1704303837,0.019,0.0,4636,725991.0,4953.04,0.02079489,0.01905088,6.422e-05,0.33291,0.0,0.0,0.0,37500000.0,75000000.0,0.04009039,-51.75181,2024-02-01T07:01:55.378Z,0.0130772,47.91299,2024-04-06T04:49:10.861Z,,2024-04-10T07:56:55.806Z,0.852110330914878,0.33290882343929357,10.859949220207506,2024-04-10 08:00:19
ai-x,x,AI-X,https://assets.coingecko.com/coins/images/30783/large/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20230616171447.jpg?1696529650,0.0,0.0,4637,842791.0,1353433.0,8.6739e-11,8.1097e-11,-2.232063e-12,-2.57651,0.0,0.0,0.0,1e+16,1e+16,1.431e-09,-94.1295,2023-07-24T18:31:34.869Z,1.3873e-11,505.37629,2023-07-03T05:49:52.221Z,,2024-04-10T07:57:52.928Z,0.4354530109082681,-2.576512388995625,13.29474135103291,2024-04-10 08:00:19
papa-doge,papadoge,Papa Doge,https://assets.coingecko.com/coins/images/16721/large/PAPADOGE.jpg?1696516295,0.0,0.0,4638,124975.0,93.25,1.26212e-07,1.23335e-07,2.126e-09,1.71452,0.0,0.0,0.0,1000000000000.0,1000000000000.0,3.08e-06,-95.94555,2021-07-03T00:00:57.721Z,4.1311e-08,202.49249,2022-06-18T20:56:19.571Z,,2024-04-10T07:58:14.375Z,0.9983678435119815,1.7145165747861832,4.519867449402254,2024-04-10 08:00:19
demeter-usd,dusd,Demeter USD,https://assets.coingecko.com/coins/images/18459/large/DUSD-200.png?1696517946,0.044,0.0,4639,1731581.0,2.01,0.04572083,0.04424454,-0.0012489154512439,-2.743,0.0,0.0,0.0,39103449.0,10000000000000.0,1.086,-95.92317,2021-11-01T11:24:12.361Z,0.01807701,144.96338,2023-03-09T21:41:03.145Z,,2024-04-10T03:01:03.600Z,,-2.7430019175819544,-2.5790424204549294,2024-04-10 08:00:19
nodebet,nbet,Nodebet,https://assets.coingecko.com/coins/images/35500/large/photo_2024-02-21_20-48-04.jpg?1708926297,0.014,0.0,4640,,19.37,,,,,,,0.0,,1000000.0,0.576824,-97.64592,2024-02-26T12:50:39.780Z,0.01331017,2.01895,2024-04-05T05:24:40.021Z,,2024-04-06T13:20:26.745Z,,,-6.225184380925446,2024-04-10 08:00:19
chadimir-putni,putni,Chadimir Putni,https://assets.coingecko.com/coins/images/36186/large/Chadimir.jpeg?1710760083,0.004,0.0,4641,4431756.0,25266.0,0.00488268,0.00389457,-0.000449595910221273,-9.20797,0.0,0.0,0.0,1000000000.0,1000000000.0,0.01687661,-73.71303,2024-03-26T04:10:15.075Z,0.00211523,109.73379,2024-03-24T04:02:31.545Z,,2024-04-10T07:58:48.658Z,-4.812236622323709,-9.207972387300103,9.46095713830001,2024-04-10 08:00:19
sonic-inu,sonic,Sonic Inu,https://assets.coingecko.com/coins/images/30259/large/Sonic_inu-1.png?1696529167,0.0,0.0,4642,903169.0,4201.28,2.531e-12,2.081e-12,7.0195e-14,3.37311,0.0,0.0,0.0,4.2e+17,4.2e+17,2.8704e-11,-92.50611,2023-05-18T06:02:47.486Z,7.1287e-13,201.74186,2023-10-10T15:11:27.712Z,,2024-04-10T07:57:32.989Z,0.04491935882751994,3.373112296436746,-4.35842024236046,2024-04-10 08:00:19
billionaires-pixel-club,bpc,Billionaires Pixel Club,https://assets.coingecko.com/coins/images/29795/large/IMG_20230412_023811_990.jpg?1696528725,0.001,0.0,4643,508863.0,20208.0,,,,,,,0.0,1000000000.0,1000000000.0,0.00292217,-82.58609,2023-04-16T15:37:18.333Z,0.00010701,375.53959,2023-04-23T07:08:15.364Z,,2023-04-25T02:29:10.173Z,,,0.0,2024-04-10 08:00:19
dappstore,dappx,dAppstore,https://assets.coingecko.com/coins/images/15780/large/large-logo.png?1696515404,0.02,0.0,4644,29243309.0,1151827.0,0.02183747,0.0186207,0.00065527,3.47112,0.0,0.0,0.0,1500000000.0,,1.25,-98.4432,2021-05-24T20:15:31.754Z,0.0006295,2995.70076,2023-09-29T00:48:19.664Z,,2024-04-10T08:00:00.067Z,0.15516795210139067,3.4711169642946524,-7.319346731219549,2024-04-10 08:00:19
beluga-cat,beluga,Beluga Cat,https://assets.coingecko.com/coins/images/36108/large/200xbeluga.png?1710484958,0.0,0.0,4645,241666.0,29892.0,0.00034628,0.0001971,-0.000104389376192588,-30.1463,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00948233,-97.45029,2024-03-15T17:35:55.955Z,0.00017841,35.5165,2024-04-06T13:23:06.609Z,,2024-04-10T07:59:41.701Z,-6.7486422746841965,-30.146299789149623,-54.489965782941496,2024-04-10 08:00:19
jfin-coin,jfin,JFIN Coin,https://assets.coingecko.com/coins/images/13370/large/JFin-Coin-Logo.png?1696513134,0.307,0.0,4646,92102908.0,115711.0,0.313672,0.301427,-0.003913188518834432,-1.25805,0.0,0.0,0.0,300000000.0,,7.14,-95.67419,2021-11-30T01:28:56.637Z,0.051771,496.50517,2021-01-04T03:55:20.832Z,,2024-04-10T07:58:44.284Z,0.13889506141857344,-1.2580533342210165,1.0488561839104789,2024-04-10 08:00:19
shadowswap-token,shdw,ShadowSwap Token,https://assets.coingecko.com/coins/images/29184/large/shadow.png?1696528142,0.059,0.0,4647,5960498.0,8387.84,0.063039,0.058298,-0.002448896052363002,-3.99553,0.0,0.0,0.0,100000000.0,100000000.0,8.32,-99.28405,2023-03-15T05:40:58.201Z,0.01514325,293.36511,2024-03-20T05:27:43.370Z,,2024-04-10T07:59:23.690Z,-2.2370268559097095,-3.995531632823033,-53.6454069315815,2024-04-10 08:00:19
xen-crypto-bsc,bxen,XEN Crypto (BSC),https://assets.coingecko.com/coins/images/29726/large/bxen.jpg?1696528656,0.0,0.0,4648,523869.0,290068.0,1.435e-09,1.25e-09,-1.10343877e-10,-8.10262,0.0,0.0,0.0,419033734910463.0,,2.49743e-07,-99.49939,2023-04-24T03:50:37.084Z,1.062e-09,17.7241,2024-02-04T09:23:55.118Z,,2024-04-10T07:59:45.729Z,-0.29662656261511117,-8.102617045554315,-16.921850988933436,2024-04-10 08:00:19
unbanked,unbnk,Unbanked,https://assets.coingecko.com/coins/images/20171/large/logo_-_2021-11-11T115427.135.png?1696519584,0.0,0.0,4649,7199.88,0.00474858,7.458e-05,7.085e-05,-3.40529614203e-07,-0.47123,0.0,0.0,0.0,100000000.0,100000000.0,9.72,-99.99926,2021-11-11T04:25:16.370Z,3.447e-05,108.80322,2023-12-27T19:27:57.336Z,,2024-04-10T07:59:54.186Z,0.8990276531326622,-0.47122742791518707,-2.148698298478485,2024-04-10 08:00:19
basenji,benji,Basenji,https://assets.coingecko.com/coins/images/36416/large/ben200x200.jpg?1711420807,0.055,0.0,4650,54946853.0,3946811.0,0.067515,0.050237,-0.011057360270404989,-16.67285,0.0,0.0,0.0,1000000000.0,1000000000.0,0.071029,-23.29988,2024-04-09T01:21:04.546Z,0.01432256,280.37546,2024-03-26T02:44:45.005Z,,2024-04-10T07:58:24.616Z,5.215248248941227,-16.67284541849013,9.954731743521874,2024-04-10 08:00:19
liquid-loans-usdl,usdl,Liquid Loans USDL,https://assets.coingecko.com/coins/images/34292/large/IMG_20240103_222001_463.jpg?1704601016,0.989,0.0,4651,,41444.0,1.003,0.96851,-0.001840602257144108,-0.18568,0.0,0.0,0.0,,,1.11,-11.15806,2024-03-08T04:50:43.311Z,0.948864,4.21024,2024-02-28T17:35:32.353Z,,2024-04-10T07:58:41.318Z,-0.6176642978738852,-0.18567755900491073,0.8112178471456624,2024-04-10 08:00:19
